sample	platform	tool	name	reads_in	reads_removed	reads_removed_percent	reads_retained_percent
GCA_016889125.1	illumina	ncbi-scrubber	Escherichia coli strain FDAARGOS_1249 chromosome, complete genome	348824	0	0.0	100.0
GCA_016889145.1	illumina	ncbi-scrubber	Staphylococcus aureus strain FDAARGOS_1246 chromosome, complete genome	192792	0	0.0	100.0
GCA_016889165.1	illumina	ncbi-scrubber	Staphylococcus epidermidis strain FDAARGOS_1243 chromosome, complete genome	168996	0	0.0	100.0
GCA_016889185.1	illumina	ncbi-scrubber	Escherichia coli strain FDAARGOS_1257 chromosome, complete genome	354122	0	0.0	100.0
GCA_016889205.1	illumina	ncbi-scrubber	Burkholderia dolosa strain FDAARGOS_1272 chromosome 1, complete sequence	427274	4	0.0009361674241821407	99.99906383257581
GCA_016889225.1	illumina	ncbi-scrubber	Corynebacterium glucuronolyticum strain FDAARGOS_1190 chromosome, complete genome	188214	0	0.0	100.0
GCA_016889245.1	illumina	ncbi-scrubber	Mammaliicoccus vitulinus strain FDAARGOS_1207 chromosome, complete genome	176858	0	0.0	100.0
GCA_016889265.1	illumina	ncbi-scrubber	Escherichia coli strain FDAARGOS_1264 chromosome, complete genome	336128	6	0.001785034272658035	99.99821496572734
GCA_016889285.1	illumina	ncbi-scrubber	Kytococcus sedentarius strain FDAARGOS_1200 chromosome, complete genome	163250	12	0.007350689127105666	99.99264931087289
GCA_016889305.1	illumina	ncbi-scrubber	Acinetobacter pittii strain FDAARGOS_1217 chromosome, complete genome	263804	0	0.0	100.0
GCA_016889325.1	illumina	ncbi-scrubber	Escherichia coli strain FDAARGOS_1258 chromosome, complete genome	348734	0	0.0	100.0
GCA_016889345.1	illumina	ncbi-scrubber	Acinetobacter pittii strain FDAARGOS_1215 chromosome, complete genome	259280	2	0.0007713668620796051	99.99922863313792
GCA_016889365.1	illumina	ncbi-scrubber	Corynebacterium kroppenstedtii strain FDAARGOS_1192 chromosome, complete genome	163120	0	0.0	100.0
GCA_016889385.1	illumina	ncbi-scrubber	Haemophilus parahaemolyticus strain FDAARGOS_1199 chromosome, complete genome	139564	50	0.03582585767103264	99.96417414232897
GCA_016889405.1	illumina	ncbi-scrubber	Corynebacterium kroppenstedtii strain FDAARGOS_1194 chromosome, complete genome	167458	0	0.0	100.0
GCA_016889425.1	illumina	ncbi-scrubber	Corynebacterium amycolatum strain FDAARGOS_1189 chromosome, complete genome	164996	0	0.0	100.0
GCA_016889445.1	illumina	ncbi-scrubber	Corynebacterium striatum strain FDAARGOS_1197 chromosome, complete genome	200318	0	0.0	100.0
GCA_016889465.1	illumina	ncbi-scrubber	Corynebacterium macginleyi strain FDAARGOS_1195 chromosome, complete genome	166236	0	0.0	100.0
GCA_016889605.1	illumina	ncbi-scrubber	Escherichia coli strain FDAARGOS_1268 chromosome, complete genome	333912	32	0.009583363281343588	99.99041663671866
GCA_016889625.1	illumina	ncbi-scrubber	Escherichia coli strain FDAARGOS_1262 chromosome, complete genome	348356	0	0.0	100.0
GCA_016889645.1	illumina	ncbi-scrubber	Salmonella enterica strain FDAARGOS_1271 chromosome, complete genome	320272	4	0.0012489384023579957	99.99875106159764
GCA_016889665.1	illumina	ncbi-scrubber	Enterocloster bolteae strain FDAARGOS_1231 chromosome, complete genome	440932	0	0.0	100.0
GCA_016889685.1	illumina	ncbi-scrubber	Escherichia coli strain FDAARGOS_1267 chromosome, complete genome	362318	0	0.0	100.0
GCA_016889705.1	illumina	ncbi-scrubber	Amycolatopsis sp. FDAARGOS 1241 strain FDAARGOS_1241 chromosome, complete genome	653208	0	0.0	100.0
GCA_016889725.1	illumina	ncbi-scrubber	Escherichia coli strain FDAARGOS_1252 chromosome, complete genome	362544	0	0.0	100.0
GCA_016889745.1	illumina	ncbi-scrubber	Bacteroides caccae strain FDAARGOS_1219 chromosome, complete genome	304730	0	0.0	100.0
GCA_016889765.1	illumina	ncbi-scrubber	Corynebacterium minutissimum strain FDAARGOS_1196 chromosome, complete genome	181688	0	0.0	100.0
GCA_016889785.1	illumina	ncbi-scrubber	Corynebacterium glucuronolyticum strain FDAARGOS_1191 chromosome, complete genome	192446	0	0.0	100.0
GCA_016889805.1	illumina	ncbi-scrubber	Rhodanobacter sp. FDAARGOS 1247 strain FDAARGOS_1247 chromosome, complete genome	261508	2	0.0007647949584716338	99.99923520504153
GCA_016889825.1	illumina	ncbi-scrubber	Acinetobacter pittii strain FDAARGOS_1214 chromosome, complete genome	273260	0	0.0	100.0
GCA_016889845.1	illumina	ncbi-scrubber	Escherichia coli strain FDAARGOS_1248 chromosome, complete genome	337768	0	0.0	100.0
GCA_016889865.1	illumina	ncbi-scrubber	Escherichia coli strain FDAARGOS_1253 chromosome, complete genome	313026	0	0.0	100.0
GCA_016889885.1	illumina	ncbi-scrubber	Streptococcus constellatus strain FDAARGOS_1208 chromosome, complete genome	131912	2	0.001516162290011523	99.99848383770998
GCA_016889905.1	illumina	ncbi-scrubber	Escherichia coli strain FDAARGOS_1259 chromosome, complete genome	348288	26	0.0074650863653068725	99.9925349136347
GCA_016889925.1	illumina	ncbi-scrubber	Bacteroides fragilis strain FDAARGOS_1225 chromosome, complete genome	349930	0	0.0	100.0
GCA_016889945.1	illumina	ncbi-scrubber	Staphylococcus aureus strain FDAARGOS_1245 chromosome, complete genome	192584	0	0.0	100.0
GCA_016889965.1	illumina	ncbi-scrubber	Staphylococcus condimenti strain FDAARGOS_1205 chromosome, complete genome	180552	0	0.0	100.0
GCA_016889985.1	illumina	ncbi-scrubber	Corynebacterium sp. FDAARGOS 1242 strain FDAARGOS_1242 chromosome, complete genome	185000	0	0.0	100.0
GCA_016890005.1	illumina	ncbi-scrubber	Escherichia coli strain FDAARGOS_1250 chromosome, complete genome	337234	0	0.0	100.0
GCA_016890025.1	illumina	ncbi-scrubber	Staphylococcus carnosus strain FDAARGOS_1204 chromosome, complete genome	176972	0	0.0	100.0
GCA_016890045.1	illumina	ncbi-scrubber	Escherichia coli strain FDAARGOS_1265 chromosome, complete genome	361686	4	0.0011059316644824518	99.99889406833552
GCA_016890065.1	illumina	ncbi-scrubber	Acinetobacter pittii strain FDAARGOS_1216 chromosome, complete genome	261924	6	0.0022907408255829938	99.99770925917441
GCA_016890085.1	illumina	ncbi-scrubber	Chromobacterium violaceum strain FDAARGOS_1273 chromosome, complete genome	320536	14	0.004367684129083785	99.99563231587092
GCA_016890105.1	illumina	ncbi-scrubber	Escherichia coli strain FDAARGOS_1266 chromosome, complete genome	347734	0	0.0	100.0
GCA_016903095.1	illumina	ncbi-scrubber	Bordetella pertussis strain FDAARGOS_1368 chromosome, complete genome	273672	0	0.0	100.0
GCA_016903115.1	illumina	ncbi-scrubber	Klebsiella pneumoniae strain FDAARGOS_1327 chromosome, complete genome	366464	0	0.0	100.0
GCA_016903135.1	illumina	ncbi-scrubber	Acinetobacter baumannii strain FDAARGOS_1360 chromosome, complete genome	271340	26	0.009582074150512272	99.99041792584948
GCA_016903155.1	illumina	ncbi-scrubber	Klebsiella pneumoniae strain FDAARGOS_1326 chromosome, complete genome	368106	0	0.0	100.0
GCA_016903175.1	illumina	ncbi-scrubber	Bordetella pertussis strain FDAARGOS_1369 chromosome, complete genome	273602	0	0.0	100.0
GCA_016903195.1	illumina	ncbi-scrubber	Klebsiella pneumoniae strain FDAARGOS_1305 chromosome, complete genome	384390	0	0.0	100.0
GCA_016903215.1	illumina	ncbi-scrubber	Acinetobacter baumannii strain FDAARGOS_1359 chromosome, complete genome	259886	20	0.0076956819528562525	99.99230431804715
GCA_016903235.1	illumina	ncbi-scrubber	Klebsiella pneumoniae strain FDAARGOS_1324 chromosome, complete genome	376682	2	0.0005309518373588332	99.99946904816264
GCA_016903255.1	illumina	ncbi-scrubber	Klebsiella pneumoniae strain FDAARGOS_1311 chromosome, complete genome	370730	0	0.0	100.0
GCA_016903275.1	illumina	ncbi-scrubber	Escherichia coli strain FDAARGOS_1282 chromosome, complete genome	352200	2	0.0005678591709256105	99.99943214082907
GCA_016903295.1	illumina	ncbi-scrubber	Klebsiella pneumoniae strain FDAARGOS_1323 chromosome, complete genome	366060	0	0.0	100.0
GCA_016903315.1	illumina	ncbi-scrubber	Escherichia coli strain FDAARGOS_1289 chromosome, complete genome	368416	0	0.0	100.0
GCA_016903335.1	illumina	ncbi-scrubber	Escherichia coli strain FDAARGOS_1295 chromosome, complete genome	342824	0	0.0	100.0
GCA_016903355.1	illumina	ncbi-scrubber	Streptococcus anginosus strain FDAARGOS_1357 chromosome, complete genome	132094	0	0.0	100.0
GCA_016903375.1	illumina	ncbi-scrubber	Escherichia coli strain FDAARGOS_1286 chromosome, complete genome	344596	16	0.004643118318262545	99.99535688168174
GCA_016903395.1	illumina	ncbi-scrubber	Klebsiella pneumoniae strain FDAARGOS_1313 chromosome, complete genome	385540	2	0.0005187529179851636	99.99948124708202
GCA_016903415.1	illumina	ncbi-scrubber	Klebsiella oxytoca strain FDAARGOS_1334 chromosome, complete genome	415644	0	0.0	100.0
GCA_016903435.1	illumina	ncbi-scrubber	Escherichia coli strain FDAARGOS_1302 chromosome, complete genome	342060	0	0.0	100.0
GCA_016903455.1	illumina	ncbi-scrubber	Klebsiella pneumoniae strain FDAARGOS_1318 chromosome, complete genome	346980	0	0.0	100.0
GCA_016903475.1	illumina	ncbi-scrubber	Klebsiella pneumoniae strain FDAARGOS_1315 chromosome, complete genome	368824	0	0.0	100.0
GCA_016903495.1	illumina	ncbi-scrubber	Klebsiella pneumoniae strain FDAARGOS_1312 chromosome, complete genome	371120	0	0.0	100.0
GCA_016903515.1	illumina	ncbi-scrubber	Klebsiella pneumoniae strain FDAARGOS_1330 chromosome, complete genome	365880	0	0.0	100.0
GCA_016903535.1	illumina	ncbi-scrubber	Escherichia coli strain FDAARGOS_1373 chromosome, complete genome	321672	0	0.0	100.0
GCA_016903555.1	illumina	ncbi-scrubber	Staphylococcus epidermidis strain FDAARGOS_1363 chromosome, complete genome	167308	0	0.0	100.0
GCA_016903575.1	illumina	ncbi-scrubber	Staphylococcus epidermidis strain FDAARGOS_1364 chromosome, complete genome	163244	0	0.0	100.0
GCA_016903595.1	illumina	ncbi-scrubber	Escherichia coli strain FDAARGOS_1279 chromosome, complete genome	356446	0	0.0	100.0
GCA_016903615.1	illumina	ncbi-scrubber	Escherichia coli strain FDAARGOS_1304 chromosome, complete genome	351638	18	0.005118900687638992	99.99488109931237
GCA_016903715.1	illumina	ncbi-scrubber	Klebsiella oxytoca strain FDAARGOS_1332 chromosome, complete genome	403376	0	0.0	100.0
GCA_016903735.1	illumina	ncbi-scrubber	Klebsiella pneumoniae strain FDAARGOS_1325 chromosome, complete genome	366224	0	0.0	100.0
GCA_016903755.1	illumina	ncbi-scrubber	Klebsiella pneumoniae strain FDAARGOS_1317 chromosome, complete genome	351878	0	0.0	100.0
GCA_016903775.1	illumina	ncbi-scrubber	Klebsiella pneumoniae strain FDAARGOS_1307 chromosome, complete genome	378308	0	0.0	100.0
GCA_016903795.1	illumina	ncbi-scrubber	Klebsiella pneumoniae strain FDAARGOS_1308 chromosome, complete genome	370052	0	0.0	100.0
GCA_016903815.1	illumina	ncbi-scrubber	Escherichia coli strain FDAARGOS_1280 chromosome, complete genome	366450	4	0.0010915541001500885	99.99890844589984
GCA_016903835.1	illumina	ncbi-scrubber	Escherichia coli strain FDAARGOS_1299 chromosome, complete genome	344708	0	0.0	100.0
GCA_016903855.1	illumina	ncbi-scrubber	Escherichia coli strain FDAARGOS_1291 chromosome, complete genome	348814	0	0.0	100.0
GCA_016903875.1	illumina	ncbi-scrubber	Klebsiella pneumoniae strain FDAARGOS_1329 chromosome, complete genome	370504	0	0.0	100.0
GCA_016903895.1	illumina	ncbi-scrubber	Klebsiella pneumoniae strain FDAARGOS_1321 chromosome, complete genome	362858	0	0.0	100.0
GCA_016903915.1	illumina	ncbi-scrubber	Escherichia coli strain FDAARGOS_1300 chromosome, complete genome	363838	0	0.0	100.0
GCA_016903935.1	illumina	ncbi-scrubber	Escherichia coli strain FDAARGOS_1288 chromosome, complete genome	378792	0	0.0	100.0
GCA_016903955.1	illumina	ncbi-scrubber	Klebsiella pneumoniae strain FDAARGOS_1309 chromosome, complete genome	373694	0	0.0	100.0
GCA_016903975.1	illumina	ncbi-scrubber	Klebsiella oxytoca strain FDAARGOS_1333 chromosome, complete genome	404192	0	0.0	100.0
GCA_016903995.1	illumina	ncbi-scrubber	Escherichia coli strain FDAARGOS_1337 chromosome, complete genome	331158	2	0.0006039413210612457	99.99939605867894
GCA_016904015.1	illumina	ncbi-scrubber	Ruminococcus] gnavus strain FDAARGOS_1342 chromosome, complete genome	213130	0	0.0	100.0
GCA_016904035.1	illumina	ncbi-scrubber	Klebsiella pneumoniae strain FDAARGOS_1322 chromosome, complete genome	363140	0	0.0	100.0
GCA_016904055.1	illumina	ncbi-scrubber	Escherichia coli strain FDAARGOS_1293 chromosome, complete genome	342718	0	0.0	100.0
GCA_016904075.1	illumina	ncbi-scrubber	Escherichia coli strain FDAARGOS_1303 chromosome, complete genome	352828	0	0.0	100.0
GCA_016904095.1	illumina	ncbi-scrubber	Klebsiella pneumoniae strain FDAARGOS_1319 chromosome, complete genome	368102	0	0.0	100.0
GCA_016904115.1	illumina	ncbi-scrubber	Escherichia coli strain FDAARGOS_1290 chromosome, complete genome	347130	0	0.0	100.0
GCA_016904135.1	illumina	ncbi-scrubber	Staphylococcus epidermidis strain FDAARGOS_1361 chromosome, complete genome	168278	0	0.0	100.0
GCA_016904155.1	illumina	ncbi-scrubber	Coprococcus comes strain FDAARGOS_1339 chromosome, complete genome	224872	0	0.0	100.0
GCA_016904175.1	illumina	ncbi-scrubber	Escherichia coli strain FDAARGOS_1372 chromosome, complete genome	321568	0	0.0	100.0
GCA_016904195.1	illumina	ncbi-scrubber	Escherichia coli strain FDAARGOS_1296 chromosome, complete genome	333376	0	0.0	100.0
GCA_016904215.1	illumina	ncbi-scrubber	Bordetella pertussis strain FDAARGOS_1367 chromosome, complete genome	273706	0	0.0	100.0
GCA_016904235.1	illumina	ncbi-scrubber	Escherichia coli strain FDAARGOS_1287 chromosome, complete genome	369658	8	0.002164162550249149	99.99783583744976
GCA_016904255.1	illumina	ncbi-scrubber	Escherichia coli strain FDAARGOS_1371 chromosome, complete genome	342696	0	0.0	100.0
GCA_016904275.1	illumina	ncbi-scrubber	Klebsiella pneumoniae strain FDAARGOS_1328 chromosome, complete genome	383876	0	0.0	100.0
GCA_016904295.1	illumina	ncbi-scrubber	Klebsiella pneumoniae strain FDAARGOS_1306 chromosome, complete genome	370864	0	0.0	100.0
GCA_016904315.1	illumina	ncbi-scrubber	Klebsiella pneumoniae strain FDAARGOS_1316 chromosome, complete genome	365988	0	0.0	100.0
GCA_016904335.1	illumina	ncbi-scrubber	Escherichia coli strain FDAARGOS_1370 chromosome, complete genome	356214	0	0.0	100.0
GCA_016904355.1	illumina	ncbi-scrubber	Bordetella pertussis strain FDAARGOS_1365 chromosome, complete genome	273672	0	0.0	100.0
GCA_016904375.1	illumina	ncbi-scrubber	Bordetella pertussis strain FDAARGOS_1366 chromosome, complete genome	273696	0	0.0	100.0
GCA_016904395.1	illumina	ncbi-scrubber	Escherichia coli strain FDAARGOS_1277 chromosome, complete genome	316756	8	0.002525603303489121	99.99747439669652
GCA_016904415.1	illumina	ncbi-scrubber	Klebsiella pneumoniae strain FDAARGOS_1314 chromosome, complete genome	380180	0	0.0	100.0
GCA_016904435.1	illumina	ncbi-scrubber	Escherichia coli strain FDAARGOS_1301 chromosome, complete genome	347014	0	0.0	100.0
GCA_016904455.1	illumina	ncbi-scrubber	Escherichia coli strain FDAARGOS_1298 chromosome, complete genome	357678	0	0.0	100.0
GCA_016904475.1	illumina	ncbi-scrubber	Escherichia coli strain FDAARGOS_1292 chromosome, complete genome	341372	10	0.0029293556589292617	99.99707064434106
GCA_016904495.1	illumina	ncbi-scrubber	Escherichia coli strain FDAARGOS_1281 chromosome, complete genome	372684	2	0.0005366476693391721	99.99946335233066
GCA_016904515.1	illumina	ncbi-scrubber	Klebsiella oxytoca strain FDAARGOS_1331 chromosome, complete genome	400534	0	0.0	100.0
GCA_016904535.1	illumina	ncbi-scrubber	Escherichia coli strain FDAARGOS_1297 chromosome, complete genome	345586	0	0.0	100.0
GCA_016904555.1	illumina	ncbi-scrubber	Escherichia coli strain FDAARGOS_1285 chromosome, complete genome	345962	6	0.0017342945178950289	99.99826570548211
GCA_016904575.1	illumina	ncbi-scrubber	Escherichia coli strain FDAARGOS_1276 chromosome, complete genome	338828	10	0.002951349947465971	99.99704865005253
GCA_016904595.1	illumina	ncbi-scrubber	Klebsiella pneumoniae strain FDAARGOS_1310 chromosome, complete genome	372866	0	0.0	100.0
GCA_016904615.1	illumina	ncbi-scrubber	Escherichia coli strain FDAARGOS_1283 chromosome, complete genome	347664	0	0.0	100.0
GCA_016904635.1	illumina	ncbi-scrubber	Klebsiella pneumoniae strain FDAARGOS_1320 chromosome, complete genome	351422	0	0.0	100.0
GCA_016904655.1	illumina	ncbi-scrubber	Escherichia coli strain FDAARGOS_1284 chromosome, complete genome	337852	0	0.0	100.0
GCA_016906185.1	illumina	ncbi-scrubber	Streptomyces californicus strain FDAARGOS_1209 chromosome	535448	30	0.005602784957642945	99.99439721504235
GCA_016906205.1	illumina	ncbi-scrubber	Streptomyces californicus strain FDAARGOS_1212 chromosome	538842	30	0.005567494738717472	99.99443250526129
GCA_016906225.1	illumina	ncbi-scrubber	Streptomyces californicus strain FDAARGOS_1211 chromosome	536880	22	0.004097749962747727	99.99590225003725
GCA_016906245.1	illumina	ncbi-scrubber	Streptomyces californicus strain FDAARGOS_1213 chromosome	538938	26	0.004824302609947712	99.99517569739005
GCA_016906265.1	illumina	ncbi-scrubber	Streptomyces californicus strain FDAARGOS_1210 chromosome	548102	48	0.008757494043079572	99.99124250595692
GCA_016939455.1	illumina	ncbi-scrubber	Leuconostoc falkenbergense strain FDAARGOS_1201 chromosome, complete genome	126594	0	0.0	100.0
GCA_016939475.1	illumina	ncbi-scrubber	Acinetobacter calcoaceticus strain FDAARGOS_1218 chromosome, complete genome	261016	0	0.0	100.0
GCA_019046905.1	illumina	ncbi-scrubber	Enterobacter bugandensis strain FDAARGOS 1427 chromosome, complete genome	335846	0	0.0	100.0
GCA_019046925.1	illumina	ncbi-scrubber	Aeromonas sp. FDAARGOS 1402 chromosome, complete genome	328168	12	0.0036566636600765456	99.99634333633992
GCA_019046945.1	illumina	ncbi-scrubber	Streptococcus gordonii strain FDAARGOS 1454 chromosome, complete genome	145842	0	0.0	100.0
GCA_019046965.1	illumina	ncbi-scrubber	Acinetobacter pittii strain FDAARGOS 1398 chromosome, complete genome	255868	0	0.0	100.0
GCA_019046985.1	illumina	ncbi-scrubber	Aeromonas sp. FDAARGOS 1417 chromosome, complete genome	319550	26	0.008136441871381631	99.99186355812861
GCA_019047005.1	illumina	ncbi-scrubber	Enterobacter ludwigii strain FDAARGOS 1436 chromosome, complete genome	329562	0	0.0	100.0
GCA_019047025.1	illumina	ncbi-scrubber	Enterobacter roggenkampii strain FDAARGOS 1430 chromosome, complete genome	327818	0	0.0	100.0
GCA_019047045.1	illumina	ncbi-scrubber	Aeromonas sp. FDAARGOS 1419 chromosome, complete genome	305918	16	0.005230159716002328	99.994769840284
GCA_019047065.1	illumina	ncbi-scrubber	Aeromonas sp. FDAARGOS 1414 chromosome, complete genome	299588	30	0.010013752219715075	99.98998624778028
GCA_019047085.1	illumina	ncbi-scrubber	Aeromonas sp. FDAARGOS 1404 chromosome, complete genome	315912	34	0.010762490820228418	99.98923750917977
GCA_019047105.1	illumina	ncbi-scrubber	Enterobacter cloacae strain FDAARGOS 1431 chromosome, complete genome	373508	28	0.007496492712338156	99.99250350728767
GCA_019047125.1	illumina	ncbi-scrubber	Aeromonas sp. FDAARGOS 1411 chromosome, complete genome	302630	30	0.00991309519875756	99.99008690480125
GCA_019047145.1	illumina	ncbi-scrubber	Escherichia coli strain FDAARGOS_1379 chromosome, complete genome	335034	2	0.0005969543389626128	99.99940304566104
GCA_019047165.1	illumina	ncbi-scrubber	Escherichia coli strain FDAARGOS_1384 chromosome, complete genome	347978	0	0.0	100.0
GCA_019047185.1	illumina	ncbi-scrubber	Acinetobacter pittii strain FDAARGOS 1397 chromosome, complete genome	278826	0	0.0	100.0
GCA_019047205.1	illumina	ncbi-scrubber	Acinetobacter pittii strain FDAARGOS 1399 chromosome, complete genome	265342	0	0.0	100.0
GCA_019047325.1	illumina	ncbi-scrubber	Aeromonas sp. FDAARGOS 1403 chromosome, complete genome	321318	2	0.0006224363403232935	99.99937756365968
GCA_019047465.1	illumina	ncbi-scrubber	Lelliottia amnigena strain FDAARGOS 1444 chromosome, complete genome	300368	0	0.0	100.0
GCA_019047505.1	illumina	ncbi-scrubber	Streptococcus gordonii strain FDAARGOS 1455 chromosome, complete genome	143654	0	0.0	100.0
GCA_019047545.1	illumina	ncbi-scrubber	Escherichia fergusonii strain FDAARGOS 1438 chromosome, complete genome	302878	0	0.0	100.0
GCA_019047645.1	illumina	ncbi-scrubber	Escherichia coli strain FDAARGOS_1376 chromosome, complete genome	356636	0	0.0	100.0
GCA_019047725.1	illumina	ncbi-scrubber	Escherichia coli strain FDAARGOS 1374 chromosome, complete genome	349518	0	0.0	100.0
GCA_019047745.1	illumina	ncbi-scrubber	Escherichia coli strain FDAARGOS_1381 chromosome, complete genome	349546	0	0.0	100.0
GCA_019047765.1	illumina	ncbi-scrubber	Citrobacter pasteurii strain FDAARGOS 1424 chromosome, complete genome	334754	0	0.0	100.0
GCA_019047785.1	illumina	ncbi-scrubber	Enterobacter cancerogenus strain FDAARGOS 1428 chromosome, complete genome	321448	0	0.0	100.0
GCA_019047805.1	illumina	ncbi-scrubber	Corynebacterium freneyi strain FDAARGOS 1426 chromosome, complete genome	192120	0	0.0	100.0
GCA_019047825.1	illumina	ncbi-scrubber	Streptococcus mitis strain FDAARGOS 1456 chromosome, complete genome	124590	2	0.0016052652700858816	99.99839473472991
GCA_019047885.1	illumina	ncbi-scrubber	Providencia rettgeri strain FDAARGOS 1449 chromosome, complete genome	318484	0	0.0	100.0
GCA_019047905.1	illumina	ncbi-scrubber	Escherichia coli strain FDAARGOS_1388 chromosome, complete genome	345864	0	0.0	100.0
GCA_019047925.1	illumina	ncbi-scrubber	Klebsiella aerogenes strain FDAARGOS 1441 chromosome, complete genome	346180	0	0.0	100.0
GCA_019047945.1	illumina	ncbi-scrubber	Enterobacter hormaechei strain FDAARGOS 1434 chromosome, complete genome	318836	0	0.0	100.0
GCA_019047965.1	illumina	ncbi-scrubber	Escherichia coli strain FDAARGOS_1378 chromosome, complete genome	333822	0	0.0	100.0
GCA_019047985.1	illumina	ncbi-scrubber	Klebsiella quasipneumoniae strain FDAARGOS 1443 chromosome, complete genome	359656	0	0.0	100.0
GCA_019048005.1	illumina	ncbi-scrubber	Escherichia coli strain FDAARGOS_1385 chromosome, complete genome	348010	0	0.0	100.0
GCA_019048025.1	illumina	ncbi-scrubber	Staphylococcus haemolyticus strain FDAARGOS 1453 chromosome, complete genome	171250	0	0.0	100.0
GCA_019048045.1	illumina	ncbi-scrubber	Citrobacter braakii strain FDAARGOS 1422 chromosome, complete genome	321184	0	0.0	100.0
GCA_019048065.1	illumina	ncbi-scrubber	Citrobacter farmeri strain FDAARGOS 1423 chromosome, complete genome	330986	0	0.0	100.0
GCA_019048085.1	illumina	ncbi-scrubber	Aeromonas sp. FDAARGOS 1416 chromosome, complete genome	301256	44	0.0146055182303423	99.98539448176966
GCA_019048105.1	illumina	ncbi-scrubber	Providencia rettgeri strain FDAARGOS 1450 chromosome, complete genome	309462	40	0.012925658077566874	99.98707434192244
GCA_019048125.1	illumina	ncbi-scrubber	Klebsiella aerogenes strain FDAARGOS 1442 chromosome, complete genome	352118	0	0.0	100.0
GCA_019048145.1	illumina	ncbi-scrubber	Escherichia coli strain FDAARGOS 1386 chromosome, complete genome	346162	0	0.0	100.0
GCA_019048165.1	illumina	ncbi-scrubber	Corynebacterium coyleae strain FDAARGOS 1425 chromosome, complete genome	167350	0	0.0	100.0
GCA_019048185.1	illumina	ncbi-scrubber	Lelliottia amnigena strain FDAARGOS 1446 chromosome, complete genome	327628	10	0.0030522421771033	99.9969477578229
GCA_019048225.1	illumina	ncbi-scrubber	Acinetobacter pittii strain FDAARGOS 1396 chromosome, complete genome	261056	4	0.001532238293699436	99.9984677617063
GCA_019048245.1	illumina	ncbi-scrubber	Enterobacter hormaechei strain FDAARGOS 1433 chromosome, complete genome	327728	0	0.0	100.0
GCA_019048265.1	illumina	ncbi-scrubber	Aeromonas sp. FDAARGOS 1405 chromosome, complete genome	307614	10	0.003250827335556899	99.99674917266444
GCA_019048285.1	illumina	ncbi-scrubber	Escherichia coli strain FDAARGOS 1389 chromosome, complete genome	345514	2	0.0005788477456774545	99.99942115225433
GCA_019048305.1	illumina	ncbi-scrubber	Acinetobacter lwoffii strain FDAARGOS 1393 chromosome, complete genome	233634	0	0.0	100.0
GCA_019048325.1	illumina	ncbi-scrubber	Enterococcus durans strain FDAARGOS 1437 chromosome, complete genome	206380	0	0.0	100.0
GCA_019048345.1	illumina	ncbi-scrubber	Escherichia coli strain FDAARGOS 1377 chromosome, complete genome	356918	0	0.0	100.0
GCA_019048365.1	illumina	ncbi-scrubber	Aeromonas sp. FDAARGOS 1415 chromosome, complete genome	289762	0	0.0	100.0
GCA_019048385.1	illumina	ncbi-scrubber	Pantoea agglomerans strain FDAARGOS 1447 chromosome, complete genome	312802	0	0.0	100.0
GCA_019048405.1	illumina	ncbi-scrubber	Acinetobacter seifertii strain FDAARGOS 1400 chromosome, complete genome	266604	0	0.0	100.0
GCA_019048425.1	illumina	ncbi-scrubber	Escherichia coli strain FDAARGOS 1380 chromosome, complete genome	349396	0	0.0	100.0
GCA_019048445.1	illumina	ncbi-scrubber	Escherichia coli strain FDAARGOS 1382 chromosome, complete genome	337060	0	0.0	100.0
GCA_019048465.1	illumina	ncbi-scrubber	Jonesia denitrificans strain FDAARGOS 1440 chromosome, complete genome	183310	0	0.0	100.0
GCA_019048485.1	illumina	ncbi-scrubber	Enterobacter asburiae strain FDAARGOS 1432 chromosome, complete genome	326758	2	0.0006120737671304145	99.99938792623287
GCA_019048505.1	illumina	ncbi-scrubber	Escherichia coli strain FDAARGOS 1387 chromosome, complete genome	348454	0	0.0	100.0
GCA_019048525.1	illumina	ncbi-scrubber	Acinetobacter lwoffii strain FDAARGOS 1394 chromosome, complete genome	231122	0	0.0	100.0
GCA_019048545.1	illumina	ncbi-scrubber	Providencia rettgeri strain FDAARGOS 1451 chromosome, complete genome	292254	0	0.0	100.0
GCA_019048565.1	illumina	ncbi-scrubber	Aeromonas sp. FDAARGOS 1406 chromosome, complete genome	309722	0	0.0	100.0
GCA_019048585.1	illumina	ncbi-scrubber	Aeromonas sp. FDAARGOS 1418 chromosome, complete genome	296936	0	0.0	100.0
GCA_019048605.1	illumina	ncbi-scrubber	Escherichia coli strain FDAARGOS 1375 chromosome, complete genome	349518	0	0.0	100.0
GCA_019048625.1	illumina	ncbi-scrubber	Enterobacter hormaechei strain FDAARGOS 1435 chromosome, complete genome	317498	0	0.0	100.0
GCA_019048645.1	illumina	ncbi-scrubber	Streptococcus mutans strain FDAARGOS 1458 chromosome, complete genome	134624	0	0.0	100.0
GCA_019048665.1	illumina	ncbi-scrubber	Aeromonas sp. FDAARGOS 1408 chromosome, complete genome	322962	10	0.0030963395074343116	99.99690366049256
GCA_019048685.1	illumina	ncbi-scrubber	Acinetobacter nosocomialis strain FDAARGOS 1395 chromosome, complete genome	260174	16	0.006149730564929624	99.99385026943507
